Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
2025-03-15,Debit Card,food,Dinner,Paid bill,2332.31,Expense,INR,
2025-04-19,Debit Card,food,Grocery,Subscription renewal,2795.5,Expense,INR,
2025-03-10,UPI,self-development,Self-development,Medical bill,1925.61,Expense,INR,
2025-06-03,Debit Card,tourism,Trip,Movie night,3321.02,Expense,INR,
2025-01-23,Credit Card,water (jar /tanker),water (jar /tanker),UPI transfer,4640.6,Expense,INR,
2025-04-10,Debit Card,transportation,Taxi,Bought groceries,470.9,Expense,INR,
16/02/2018 08:41:51,Saving Bank account 1,food,Biscuits,Khari packet,45.0,Expense,INR,
2025-04-14,Debit Card,food,Grocery,Online course,2810.37,Expense,INR,
2025-01-28,Debit Card,subscription,DishTV,Online course,2563.85,Expense,INR,
2025-04-10,Credit Card,health,Medicine,Bought groceries,1648.94,Expense,INR,
2025-04-23,Debit Card,social life,Leisure,Festival shopping,2404.92,Expense,INR,
2025-06-27 23:41:04,Cash,food,Sweets,,1000.0,Expense,INR,685edeb88b0cbb213aa84671
2025-06-03,Debit Card,subscription,Tata Sky,Subscription renewal,3254.76,Expense,INR,
2025-01-17,Debit Card,food,Milk,Train ticket,2444.99,Expense,INR,
2025-04-14,Debit Card,household,Kirana,Festival shopping,1537.02,Expense,INR,
2025-03-24,Debit Card,household,Kirana,Lunch at cafe,4730.53,Expense,INR,
20/03/2016 12:05:32,Cash,food,Grocery,sambhar masala,35.0,Expense,INR,
2025-01-11,Cash,investment,Mutual fund,Movie night,3129.98,Expense,INR,
2025-06-12,Cash,social life,Leisure,Subscription renewal,2355.53,Income,INR,
2025-05-15,Credit Card,subscription,DishTV,UPI transfer,743.0,Expense,INR,
2025-06-01,Credit Card,health,Medicine,Subscription renewal,119.65,Expense,INR,
2025-06-21,Credit Card,self-development,Self-development,Paid bill,688.99,Expense,INR,
2025-06-13,Credit Card,public provident fund,Public Provident Fund,Online course,3836.92,Expense,INR,
2025-03-10,Cash,culture,Movie,Bought groceries,3434.24,Expense,INR,
28/11/2016 06:17:10,Cash,food,Ice cream,mava 1 large,20.0,Expense,INR,
2025-05-23,Netbanking,food,snacks,Lunch at cafe,2654.01,Expense,INR,
5/3/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
8/6/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
10/2/2015,Saving Bank account 1,food,,tea + kachuri,18.0,Expense,INR,
10/11/2015,Saving Bank account 1,investment,Mutual fund, mutual fund,1000.0,Expense,INR,
2025-03-17,UPI,apparel,Footwear,Lunch at cafe,694.84,Expense,INR,
2025-04-16,Cash,transportation,auto,Online course,1951.3,Expense,INR,
2025-02-09,UPI,subscription,Amazon Prime,Paid bill,599.0,Expense,INR,
2025-03-05,Debit Card,money transfer,Money transfer,Train ticket,1771.33,Expense,INR,
27/06/2016 17:09:47,Saving Bank account 1,transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR,
2025-04-18,Cash,food,Grocery,Paid bill,4473.36,Expense,INR,
2025-01-09,Debit Card,family,Pocket money,Bought groceries,1651.06,Expense,INR,
2025-04-19,Cash,self-development,Self-development,Paid bill,3164.6,Expense,INR,
2025-03-20,Netbanking,culture,Movie,Movie night,4720.99,Expense,INR,
2025-02-17,Debit Card,education,Stationary,Paid bill,1105.49,Expense,INR,
2025-06-05,Credit Card,festivals,Diwali,UPI transfer,4684.12,Expense,INR,
2025-02-20,Cash,rent,Rent,Train ticket,2020.55,Expense,INR,
2025-03-12,UPI,gift,Gift,Festival shopping,1128.98,Expense,INR,
2025-04-12,UPI,subscription,Airtel,Medical bill,1630.33,Expense,INR,
11/6/2017,Saving Bank account 1,beauty,grooming,hair cut,100.0,Expense,INR,
2025-02-10,Netbanking,subscription,Netflix,UPI transfer,149.0,Income,INR,
2025-03-28,Netbanking,beauty,grooming,Lunch at cafe,3120.99,Expense,INR,
24/08/2018 20:20:37,Cash,food,Rajgira ladu,,20.0,Expense,INR,
2025-03-23,UPI,public provident fund,Public Provident Fund,Movie night,2783.84,Expense,INR,
2025-01-16,Credit Card,social life,Leisure,Festival shopping,4094.46,Expense,INR,
10/5/2015,Cash,household,Toiletries,sensodyne rapid fire,160.0,Expense,INR,
12/11/2017,Credit Card,food,Dinner,At restaurant,1525.0,Expense,INR,
2025-02-07,Debit Card,food,Milk,Bought groceries,2235.62,Expense,INR,
2025-04-30,Credit Card,health,Medicine,Medical bill,1584.26,Expense,INR,
2025-03-15,Debit Card,subscription,DishTV,Subscription renewal,1584.55,Expense,INR,
2025-04-05,UPI,food,snacks,Lunch at cafe,3500.23,Expense,INR,
2025-02-20,Netbanking,water (jar /tanker),water (jar /tanker),Medical bill,289.08,Expense,INR,
2025-05-28,Credit Card,family,Pocket money,Lunch at cafe,4898.81,Expense,INR,
2025-04-30,Netbanking,subscription,Edtech Course,Festival shopping,2322.79,Income,INR,
2025-02-13,Cash,subscription,Edtech Course,Medical bill,1534.13,Income,INR,
2/11/2017,Cash,food,snacks,2 pavwada,20.0,Expense,INR,
1/5/2018,Saving Bank account 1,health,Medicine,Refresh Tears Drop,122.0,Expense,INR,
5/5/2018,Cash,family,Pocket money,,600.0,Expense,INR,
2025-05-19,UPI,education,Stationary,Online course,1407.27,Expense,INR,
2025-02-11,Netbanking,household,Kirana,Train ticket,1982.65,Expense,INR,
2025-02-26,Credit Card,subscription,Amazon Prime,Bought groceries,1499.0,Expense,INR,
2025-06-13,Credit Card,food,Dinner,Train ticket,2810.72,Expense,INR,
1/11/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-04-21,Credit Card,subscription,Netflix,Paid bill,199.0,Expense,INR,
2025-01-14,Debit Card,subscription,Airtel,Online course,4925.99,Expense,INR,
2025-01-13,Debit Card,rent,Rent,UPI transfer,1290.44,Expense,INR,
2025-05-12,Debit Card,money transfer,Money transfer,Paid bill,211.91,Expense,INR,
2025-06-07,Credit Card,food,Grocery,Festival shopping,3070.29,Expense,INR,
2025-04-30,Netbanking,tourism,Trip,Subscription renewal,2575.48,Expense,INR,
2025-06-23,UPI,transportation,Train,Movie night,1560.97,Expense,INR,
2025-06-02,Credit Card,public provident fund,Public Provident Fund,Train ticket,4657.64,Expense,INR,
10/8/2017,Saving Bank account 1,gpay reward,,,3.0,Income,INR,
2025-02-10,Cash,apparel,Clothing,UPI transfer,167.32,Expense,INR,
2025-01-30,Netbanking,subscription,Airtel,Paid bill,3018.25,Expense,INR,
2025-03-06,Credit Card,subscription,Tata Sky,UPI transfer,3876.23,Expense,INR,
21/01/2015 13:12:12,Cash,transportation,,train - bdts to brc,264.0,Expense,INR,
2025-04-26,Netbanking,subscription,Netflix,UPI transfer,199.0,Income,INR,
2025-01-23,Netbanking,apparel,Footwear,UPI transfer,1401.76,Expense,INR,
7/4/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
11/9/2018,Saving Bank account 1,other,,From Family,3500.0,Income,INR,
2025-01-26,Debit Card,grooming,Saloon,Festival shopping,386.01,Expense,INR,
23/04/2017 23:52:40,Saving Bank account 1,food,vegetables,Ladyfinger pav kg,15.0,Expense,INR,
2025-02-16,Credit Card,beauty,grooming,Festival shopping,3992.77,Expense,INR,
2025-05-30,Credit Card,food,Dinner,Train ticket,3364.13,Expense,INR,
2025-02-25,Credit Card,food,Lunch,UPI transfer,294.82,Expense,INR,
5/6/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
2025-05-29,Netbanking,subscription,Tata Sky,Bought groceries,167.76,Expense,INR,
27/08/2018 10:52:30,Cash,food,Biscuits,Khari packet,45.0,Expense,INR,
2025-04-17,Debit Card,other,Donation,Movie night,2158.42,Expense,INR,
2/5/2017,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
2025-01-30,Debit Card,recurring deposit,Recurring Deposit,Bought groceries,1167.81,Expense,INR,
2025-05-13,Netbanking,family,Pocket money,Subscription renewal,3359.03,Expense,INR,
2025-01-30,UPI,subscription,Spotify,Lunch at cafe,25.0,Expense,INR,
1/2/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,
2025-06-05,Credit Card,subscription,Airtel,Movie night,4650.14,Expense,INR,
22/06/2017 23:05:45,Saving Bank account 1,gift,,Forrest essential after shave,1595.0,Expense,INR,
3/1/2017,Saving Bank account 1,subscription,Edtech Course,,2816.92,Expense,INR,
2025-01-18,UPI,subscription,Airtel,Subscription renewal,4371.52,Expense,INR,
2025-04-20,Credit Card,apparel,Clothing,Movie night,533.7,Expense,INR,
19/09/2018,Saving Bank account 1,subscription,Netflix,1 month subscription,199.0,Expense,INR,
2025-03-07,Debit Card,money transfer,Money transfer,Lunch at cafe,1200.17,Expense,INR,
2025-02-20,Cash,food,Milk,Online course,4908.96,Expense,INR,
2025-06-03,Cash,social life,Leisure,Movie night,925.89,Expense,INR,
2025-03-06,Netbanking,subscription,DishTV,Subscription renewal,3049.08,Expense,INR,
5/2/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
9/10/2016,Saving Bank account 1,family,misc,scratch guard ipad,249.0,Expense,INR,
30/11/2017 16:17:01,Saving Bank account 1,saving bank account 2,,,77.33,Transfer-Out,INR,
1/2/2018,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
4/7/2017,Saving Bank account 1,transportation,auto,Place 1 bridge to Current Residence 2 seats,60.0,Expense,INR,
2025-04-08,UPI,subscription,Tata Sky,Paid bill,4612.34,Expense,INR,
13/12/2017 22:00:09,Cash,apparel,Laundry,clothes ironing,98.0,Expense,INR,
2025-02-14,Debit Card,money transfer,Money transfer,Bought groceries,2535.07,Expense,INR,
2025-02-03,Credit Card,subscription,Spotify,Festival shopping,7.0,Expense,INR,
2024-12-30,UPI,culture,Movie,Bought groceries,947.16,Expense,INR,
2025-04-27,Credit Card,subscription,Spotify,Medical bill,25.0,Expense,INR,
2/4/2018,Cash,maid,,,2000.0,Expense,INR,
2025-06-21,Credit Card,apparel,Clothing,Movie night,1381.14,Expense,INR,
2025-01-21,Debit Card,money transfer,Money transfer,Train ticket,3024.54,Expense,INR,
24/05/2018 09:04:01,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,667.0,Expense,INR,
2025-03-24,Debit Card,beauty,grooming,Subscription renewal,2364.05,Expense,INR,
5/8/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
2025-05-12,UPI,education,Stationary,Subscription renewal,3869.64,Expense,INR,
2025-05-13,Debit Card,self-development,Self-development,Medical bill,2734.67,Expense,INR,
3/1/2017,Cash,transportation,train,Place 0 to WS returns,20.0,Expense,INR,
2025-01-24,Netbanking,subscription,Edtech Course,Movie night,4447.1,Expense,INR,
2025-02-28,UPI,household,Kirana,Bought groceries,3234.11,Expense,INR,
2025-02-12,Netbanking,education,Stationary,Medical bill,230.97,Expense,INR,
12/11/2016,Cash,health,Medicine,mouth fresh,55.0,Expense,INR,
18/03/2017 09:41:44,Cash,food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR,
2025-04-30,UPI,food,snacks,Lunch at cafe,1172.94,Expense,INR,
2025-03-17,Netbanking,social life,Leisure,Subscription renewal,4535.94,Expense,INR,
16/06/2017 19:03:15,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
2025-03-01,Cash,festivals,Diwali,Lunch at cafe,2097.69,Expense,INR,
2025-04-24,UPI,culture,Movie,Paid bill,1629.48,Expense,INR,
2025-04-15,Netbanking,transportation,auto,Movie night,2603.5,Expense,INR,
2025-04-15,Debit Card,apparel,Clothing,Bought groceries,3672.49,Expense,INR,
2025-01-04,UPI,rent,Rent,Bought groceries,2676.97,Expense,INR,
2025-04-08,Debit Card,food,Dinner,Lunch at cafe,4131.47,Expense,INR,
31/08/2015 07:47:33,Saving Bank account 1,other,,Screw driver kit,287.0,Expense,INR,
2025-05-17,Debit Card,social life,Leisure,Paid bill,3054.63,Expense,INR,
2025-03-16,Netbanking,subscription,Netflix,Lunch at cafe,149.0,Expense,INR,
2025-01-29,Credit Card,household,Kirana,Paid bill,2863.68,Expense,INR,
11/8/2018,Cash,food,snacks,8 kachori,96.0,Expense,INR,
5/7/2017,Saving Bank account 1,food,Lunch,Catering Service (1 bhaji 30 + 3 chapti 15),45.0,Expense,INR,
2025-02-24,UPI,food,snacks,Paid bill,2840.79,Expense,INR,
2025-04-07,Netbanking,water (jar /tanker),water (jar /tanker),UPI transfer,2327.82,Expense,INR,
2025-04-25,Credit Card,festivals,Diwali,Medical bill,4989.63,Income,INR,
2025-02-12,Credit Card,investment,Mutual fund,Paid bill,2419.79,Expense,INR,
2025-04-15,Netbanking,transportation,Taxi,Train ticket,4153.61,Expense,INR,
2024-12-28,UPI,food,Grocery,Movie night,4298.21,Expense,INR,
2025-01-05,Netbanking,apparel,Footwear,Online course,2355.69,Expense,INR,
2025-03-21,Credit Card,gift,Gift,Paid bill,1098.31,Expense,INR,
2025-05-21,Credit Card,culture,Movie,Lunch at cafe,4951.52,Expense,INR,
2025-04-18,Cash,other,Donation,Online course,2855.35,Income,INR,
2025-05-23,Cash,festivals,Holi,Online course,2895.14,Income,INR,
5/2/2015,Cash,food,,bhel,40.0,Expense,INR,
2025-04-04,Netbanking,social life,Leisure,Medical bill,2171.98,Expense,INR,
4/1/2015,Cash,food,,tea,20.0,Expense,INR,
2025-05-12,Netbanking,transportation,auto,Train ticket,2337.98,Expense,INR,
2025-06-20,Cash,subscription,Netflix,Festival shopping,199.0,Expense,INR,
27/03/2017 21:25:08,Saving Bank account 1,food,Milk,milk 1lit ,60.0,Expense,INR,
31/07/2017 09:51:59,Saving Bank account 1,food,Eggs,4 eggs,22.0,Expense,INR,
2025-01-02,Debit Card,culture,Movie,Movie night,1963.76,Expense,INR,
2025-06-16,Debit Card,public provident fund,Public Provident Fund,Subscription renewal,742.23,Expense,INR,
21/09/2017 07:52:53,Cash,family,Pocket money,,70.0,Expense,INR,
2025-02-27,Netbanking,tourism,Trip,Festival shopping,1182.78,Expense,INR,
2025-02-08,Netbanking,investment,Mutual fund,Online course,2842.07,Income,INR,
2025-01-24,Cash,grooming,Saloon,Festival shopping,1942.78,Expense,INR,
2025-02-08,Credit Card,festivals,Diwali,Train ticket,2678.15,Expense,INR,
2025-05-19,Netbanking,water (jar /tanker),water (jar /tanker),Paid bill,521.86,Expense,INR,
2025-05-26,UPI,rent,Rent,Train ticket,2221.19,Expense,INR,
2025-04-29,Netbanking,transportation,Taxi,Train ticket,334.68,Expense,INR,
2024-12-27,Cash,transportation,Train,Paid bill,242.94,Expense,INR,
2025-03-29,Debit Card,subscription,Edtech Course,Lunch at cafe,2463.39,Expense,INR,
2025-03-22,Netbanking,public provident fund,Public Provident Fund,Movie night,4190.79,Expense,INR,
9/7/2018,Cash,food,Biscuits,Toast packet,20.0,Expense,INR,
12/1/2015,Cash,transportation,,ola auto - to Chinchwad transport bus stop,61.0,Expense,INR,
2025-06-11,UPI,food,Milk,Festival shopping,729.58,Expense,INR,
25/03/2018 21:13:19,Cash,food,snacks,2 Frankie,160.0,Expense,INR,
2025-01-25,Credit Card,tourism,Trip,Online course,2486.37,Expense,INR,
2025-01-27,Netbanking,recurring deposit,Recurring Deposit,Paid bill,2046.87,Expense,INR,
2025-05-23,UPI,social life,Leisure,Subscription renewal,2881.2,Expense,INR,
2025-01-08,Debit Card,transportation,auto,Bought groceries,2421.38,Expense,INR,
2025-05-17,Debit Card,gift,Gift,Medical bill,1749.69,Expense,INR,
4/3/2018,Cash,food,Lunch,Catering Service,130.0,Expense,INR,
2025-05-10,Netbanking,education,Stationary,Online course,1003.37,Expense,INR,
2025-02-11,Credit Card,culture,Movie,Subscription renewal,2173.36,Expense,INR,
2025-04-18,UPI,rent,Rent,UPI transfer,599.52,Expense,INR,
2025-03-03,Debit Card,food,Milk,Festival shopping,4419.76,Expense,INR,
2025-01-15,Debit Card,subscription,Netflix,Lunch at cafe,499.0,Expense,INR,
2025-04-04,UPI,food,snacks,Movie night,1449.39,Expense,INR,
5/9/2017,Cash,education,Stationary,Print outs+ Xerox,50.0,Expense,INR,
5/3/2018,Cash,food,Ice cream,chocobar,20.0,Expense,INR,
2025-04-20,Credit Card,transportation,Train,Subscription renewal,4381.87,Expense,INR,
2025-03-31,Cash,apparel,Footwear,Lunch at cafe,1180.76,Expense,INR,
1/12/2015,Cash,food,Eggs,,84.0,Expense,INR,
2025-01-17,UPI,other,Donation,Lunch at cafe,2665.25,Expense,INR,
2025-01-06,Credit Card,apparel,Footwear,Online course,4837.0,Expense,INR,
1/12/2016,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-06-13,Debit Card,subscription,Netflix,Bought groceries,149.0,Expense,INR,
7/8/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
12/9/2016,Cash,food,Milk,half liter buffalo,35.0,Expense,INR,
2025-01-29,Cash,social life,Leisure,Movie night,4602.21,Expense,INR,
2025-03-05,Netbanking,food,Grocery,Festival shopping,1116.56,Expense,INR,
2025-05-29,Credit Card,transportation,auto,Bought groceries,356.27,Expense,INR,
2025-03-31,Credit Card,subscription,Edtech Course,Bought groceries,2523.73,Expense,INR,
2025-03-29,Debit Card,food,Milk,Movie night,4563.17,Expense,INR,
2024-12-31,Debit Card,transportation,Taxi,Festival shopping,180.81,Expense,INR,
2025-02-12,Debit Card,money transfer,Money transfer,Paid bill,2492.9,Expense,INR,
1/3/2015,Cash,food,fruits,bananas,20.0,Expense,INR,
2025-05-19,Netbanking,self-development,Self-development,Movie night,1860.0,Expense,INR,
2025-03-08,Cash,beauty,grooming,Subscription renewal,3633.96,Expense,INR,
2025-03-15,Cash,grooming,Saloon,Subscription renewal,1830.62,Expense,INR,
2025-05-26,UPI,household,Appliances,Lunch at cafe,2363.26,Expense,INR,
2025-03-30,Debit Card,subscription,Amazon Prime,Online course,299.0,Expense,INR,
3/12/2016,Cash,food,chocolate,2 milkybar,20.0,Expense,INR,
2025-04-04,Debit Card,food,Lunch,Paid bill,520.45,Expense,INR,
18/03/2018 17:16:09,Cash,food,Tea,cutting chai,10.0,Expense,INR,
2025-03-14,Debit Card,household,Kirana,Train ticket,1771.79,Expense,INR,
2025-01-28,UPI,recurring deposit,Recurring Deposit,Bought groceries,3358.94,Expense,INR,
2025-04-06,Cash,water (jar /tanker),water (jar /tanker),Lunch at cafe,2927.56,Expense,INR,
2025-06-12,Credit Card,food,snacks,Bought groceries,2270.0,Income,INR,
4/12/2017,Saving Bank account 1,gpay reward,,,6.0,Income,INR,
5/11/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
2025-04-26,Netbanking,transportation,auto,Subscription renewal,1400.27,Expense,INR,
2025-05-15,Cash,apparel,Clothing,Festival shopping,4793.56,Expense,INR,
13/10/2017 12:33:18,Cash,family,Pocket money,,70.0,Expense,INR,
2025-06-11,UPI,subscription,DishTV,Movie night,2522.39,Expense,INR,
2025-05-20,Netbanking,investment,Mutual fund,Medical bill,492.7,Expense,INR,
2025-03-12,Debit Card,family,Pocket money,Online course,3560.76,Expense,INR,
2025-02-03,Debit Card,rent,Rent,Subscription renewal,1857.56,Expense,INR,
15/07/2017 13:07:28,Saving Bank account 1,food,Milk,Half lit  milk,32.0,Expense,INR,
20/08/2017 20:57:08,Cash,transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,
2025-06-03,Netbanking,subscription,DishTV,Bought groceries,4183.67,Expense,INR,
2025-06-08,Credit Card,self-development,Self-development,Festival shopping,2746.08,Expense,INR,
2025-02-18,Netbanking,transportation,auto,Bought groceries,1289.1,Expense,INR,
2025-04-14,Cash,gift,Gift,Festival shopping,819.54,Expense,INR,
2/1/2018,Credit Card,household,Kirana,Supermart,1140.0,Expense,INR,
2025-05-20,Cash,household,Appliances,Movie night,828.33,Expense,INR,
9/8/2017,Saving Bank account 1,gpay reward,,,6.0,Income,INR,
2024-12-30,Debit Card,culture,Movie,UPI transfer,919.9,Expense,INR,
2025-06-08,UPI,transportation,Train,UPI transfer,958.42,Expense,INR,
27/11/2017 13:38:55,Cash,transportation,Train,1 Place 0 to Place 6,5.0,Expense,INR,
2025-04-25,UPI,subscription,DishTV,Paid bill,1754.01,Expense,INR,
2025-03-20,Netbanking,food,Milk,Subscription renewal,734.34,Expense,INR,
8/7/2018,Saving Bank account 1,transportation,Taxi,To and Fro Cab Fare Contribution,675.0,Expense,INR,
2025-02-02,UPI,transportation,Taxi,Subscription renewal,3003.49,Expense,INR,
2025-03-30,Debit Card,household,Kirana,Medical bill,721.7,Expense,INR,
2025-03-24,Credit Card,self-development,Self-development,Medical bill,1470.62,Expense,INR,
2025-01-19,UPI,water (jar /tanker),water (jar /tanker),UPI transfer,2875.07,Expense,INR,
2025-02-02,UPI,household,Kirana,Subscription renewal,227.15,Expense,INR,
2025-03-02,UPI,transportation,Taxi,Paid bill,502.96,Expense,INR,
16/12/2017 07:24:10,Saving Bank account 1,food,Milk,milk 1lit ,69.0,Expense,INR,
